"Transaction Date","Type","Coin","Status","Fee","Amount","Address","Txid"
24/02/2021 11:05 AM,Send,BTC,Complete,0.0003,-0.00179558,3Bf4FqS5qdUosFd8CRDF9iY2TqYz74VMB1,6b0fdacc389eeebd8b80f83beb7f14e211aa0a95aed968db1720fb3cb95392fc
